product_id,category,product_name,product_description,product_photos,product_weight,product_length,product_height,product_width,description,image
6f0169f259bb0ff432bfff7d829b9946,Casa Construcao,nightwares,918,6,1050,16,20,16,This Casa Construcao item weighs 1050 g and measures 16.0 × 20.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b6f3b8136ba8302906df7e11ff908751,pet Shop,guiter,617,1,1350,23,7,30,This pet Shop item weighs 1350 g and measures 23.0 × 7.0 × 30.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
2be2be0a6a5916840503fdf50808ebcb,housewares,perfume,270,1,600,36,6,19,This housewares item weighs 600 g and measures 36.0 × 6.0 × 19.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8efa775719397f78f79c8e5c7b0afbd4,Furniture Decoration,art of galaxy,275,1,1000,30,18,18,This Furniture Decoration item weighs 1000 g and measures 30.0 × 18.0 × 18.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
9e87e3ee09baee5f5c0513ff37bc60ab,bed table bath,jockey,381,2,1550,43,8,33,This bed table bath item weighs 1550 g and measures 43.0 × 8.0 × 33.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a0abcee0132a5aed003d98e459b37698,bed table bath,baby doll,223,1,2700,45,13,35,This bed table bath item weighs 2700 g and measures 45.0 × 13.0 × 35.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
7f6308ba4057a6a740af7b4dcfb79c13,telephony,nightwares,1930,9,200,19,5,11,This telephony item weighs 200 g and measures 19.0 × 5.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1eb4a9aee05c9cad041e09add2a26d68,Bags Accessories,guiter,244,1,800,38,8,28,This Bags Accessories item weighs 800 g and measures 38.0 × 8.0 × 28.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8da90b37f0fb171b4877c124f965b1f6,perfumery,perfume,733,3,377,18,13,15,This perfumery item weighs 377 g and measures 18.0 × 13.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
712a72a78ffb66cb6eee87eebbf54519,sport leisure,art of galaxy,1049,3,400,45,22,43,This sport leisure item weighs 400 g and measures 45.0 × 22.0 × 43.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c5fb7fbe39f4e09e048ffbc5b28db49a,SIGNALIZATION AND SAFETY,jockey,1212,1,450,16,5,16,This SIGNALIZATION AND SAFETY item weighs 450 g and measures 16.0 × 5.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f17b05cc8a7651896df8c30884200e9a,climatization,baby doll,547,1,2000,32,51,16,This climatization item weighs 2000 g and measures 32.0 × 51.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
55ec10b39713ee81ee2c5bcb558cf866,Fashion Bags and Accessories,nightwares,1398,1,300,16,2,11,This Fashion Bags and Accessories item weighs 300 g and measures 16.0 × 2.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c190c4fe582c5b7ffff586506de83f01,Furniture Decoration,guiter,160,1,250,26,14,14,This Furniture Decoration item weighs 250 g and measures 26.0 × 14.0 × 14.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f908df99196805b5bc4ada9ef510b11b,sport leisure,perfume,245,2,1950,60,15,15,This sport leisure item weighs 1950 g and measures 60.0 × 15.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
ac5bae85a895724330c4acddd581b02b,telephony,art of galaxy,1254,2,500,16,15,11,This telephony item weighs 500 g and measures 16.0 × 15.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
d8dee61c2034d6d075997acef1870e9b,,jockey,,,300,16,7,20,This product weighs 300 g and measures 16.0 × 7.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
cbaff83e2c00a2b731d27276bbf52082,Art,baby doll,1431,6,7900,70,15,70,This Art item weighs 7900 g and measures 70.0 × 15.0 × 70.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
ad67f74682943e3857eebf3ca2538d1a,bed table bath,nightwares,261,2,1800,41,9,34,This bed table bath item weighs 1800 g and measures 41.0 × 9.0 × 34.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1e12f1836c1f08b25ef78fcdf76fbf08,Garden tools,guiter,884,1,900,37,3,23,This Garden tools item weighs 900 g and measures 37.0 × 3.0 × 23.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
acd427ee119d5c71c7a85ae488cb0a6a,Fashion Bags and Accessories,perfume,68,7,200,16,2,11,This Fashion Bags and Accessories item weighs 200 g and measures 16.0 × 2.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
60cf4effb6947283fa638d570bd07318,babies,art of galaxy,410,4,4500,80,70,28,This babies item weighs 4500 g and measures 80.0 × 70.0 × 28.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
51fed4afb1b41d00ad9d25a73b7fbbc7,Games consoles,jockey,303,3,250,21,7,15,This Games consoles item weighs 250 g and measures 21.0 × 7.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
bb09cce52b336261572a5a7e25a33795,housewares,baby doll,943,1,550,16,25,12,This housewares item weighs 550 g and measures 16.0 × 25.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
65a6462e42e05ab3b8dc613566736825,Bags Accessories,nightwares,540,4,1100,39,12,28,This Bags Accessories item weighs 1100 g and measures 39.0 × 12.0 × 28.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f2396540fbfac27b5117f0dbd6744b50,bed table bath,guiter,222,1,3600,40,20,40,This bed table bath item weighs 3600 g and measures 40.0 × 20.0 × 40.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
70d1bd3a042448105a71d0b41ecbc96b,Games consoles,perfume,235,1,100,16,3,11,This Games consoles item weighs 100 g and measures 16.0 × 3.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
0075c14603d80515e20908c156ceb47b,sport leisure,art of galaxy,329,2,150,16,18,16,This sport leisure item weighs 150 g and measures 16.0 × 18.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
5a42f73d92034010a4e00360fb0df099,sport leisure,jockey,144,1,3775,18,13,16,This sport leisure item weighs 3775 g and measures 18.0 × 13.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
bcd58b852a3b0152b6b384c4e4474ba2,Cool Stuff,baby doll,797,2,1400,25,20,20,This Cool Stuff item weighs 1400 g and measures 25.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
2bfb0bdbcea77da2879f0ef3be9a219e,Games consoles,nightwares,439,5,900,22,7,18,This Games consoles item weighs 900 g and measures 22.0 × 7.0 × 18.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
87fb220044e9aca16fbec51c6c997aa0,Watches present,guiter,438,2,250,20,12,20,This Watches present item weighs 250 g and measures 20.0 × 12.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
484bf1dff778a416389aafd0dee1cb11,toys,perfume,852,1,350,21,9,16,This toys item weighs 350 g and measures 21.0 × 9.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
56139431d72cd51f19eb9f7dae4d1617,,art of galaxy,,,200,20,20,20,This product weighs 200 g and measures 20.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3cef8174403f4fdedbf24fa67fa9f132,babies,jockey,805,3,1800,18,32,27,This babies item weighs 1800 g and measures 18.0 × 32.0 × 27.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
003938452c98ff9ab28e9e7b4bfe97ab,Room Furniture,baby doll,420,2,5050,50,8,50,This Room Furniture item weighs 5050 g and measures 50.0 × 8.0 × 50.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8d6cb00151d423c52855385c89f0bae8,automotive,nightwares,386,1,27100,50,50,50,This automotive item weighs 27100 g and measures 50.0 × 50.0 × 50.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
5877301b00f95e3c6118738b293dfab3,home appliances,guiter,273,1,1500,65,8,38,This home appliances item weighs 1500 g and measures 65.0 × 8.0 × 38.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e0bbe6292471ff5ab3752414baf78111,Watches present,perfume,572,2,500,16,11,11,This Watches present item weighs 500 g and measures 16.0 × 11.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
dd768d259ee6054e0dadd66c8e2be0b6,bed table bath,art of galaxy,700,2,350,16,10,16,This bed table bath item weighs 350 g and measures 16.0 × 10.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
fc2edee55f4118969f4dc49f7a717605,automotive,jockey,1548,3,500,16,12,17,This automotive item weighs 500 g and measures 16.0 × 12.0 × 17.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b521fddf2c8a7e7d1791bfb3c1b2f278,sport leisure,baby doll,448,1,1000,20,20,20,This sport leisure item weighs 1000 g and measures 20.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
46b48281eb6d663ced748f324108c733,,nightwares,,,18500,41,30,41,This product weighs 18500 g and measures 41.0 × 30.0 × 41.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
db7e6804f1a8206a7e51c9a741a09d9e,toys,guiter,410,2,300,24,11,24,This toys item weighs 300 g and measures 24.0 × 11.0 × 24.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
50556c630443502c11acde1c320fe278,HEALTH BEAUTY,perfume,257,1,250,16,2,20,This HEALTH BEAUTY item weighs 250 g and measures 16.0 × 2.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
88d2c501ec765f5d7e8038fa6aab0e62,HEALTH BEAUTY,art of galaxy,863,1,10700,40,40,40,This HEALTH BEAUTY item weighs 10700 g and measures 40.0 × 40.0 × 40.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
722fb67c17907e21734449c091420bf5,housewares,jockey,290,1,1700,32,21,22,This housewares item weighs 1700 g and measures 32.0 × 21.0 × 22.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
43b6d9e46e1e6b8ac743a1c31e462937,Garden tools,baby doll,680,1,7700,39,28,25,This Garden tools item weighs 7700 g and measures 39.0 × 28.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1ffe365aa7583189e63f2fa4f060b269,sport leisure,nightwares,785,4,5200,20,60,35,This sport leisure item weighs 5200 g and measures 20.0 × 60.0 × 35.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3014e35fd70fce29095ced5cdc89f4ce,telephony,guiter,244,1,125,17,10,14,This telephony item weighs 125 g and measures 17.0 × 10.0 × 14.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e869d449cc32881790ef9af9b4c670f8,Furniture office,perfume,2220,1,15700,58,28,58,This Furniture office item weighs 15700 g and measures 58.0 × 28.0 × 58.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a1b3a75aaaee5c9a683f2266c088f720,Watches present,art of galaxy,599,2,350,16,11,11,This Watches present item weighs 350 g and measures 16.0 × 11.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
7fdbc1ecf5fdf5c98d9b14e110133eb3,sport leisure,jockey,649,1,213,16,10,13,This sport leisure item weighs 213 g and measures 16.0 × 10.0 × 13.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
15b3d40f375c0645c1eed4ed1cd8e17a,Fashion Bags and Accessories,baby doll,401,3,150,16,11,11,This Fashion Bags and Accessories item weighs 150 g and measures 16.0 × 11.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1cf39a397efa955b102a52ee7ec5531c,automotive,nightwares,907,3,18200,56,15,15,This automotive item weighs 18200 g and measures 56.0 × 15.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f9471562478eba8761bc985b968a0092,housewares,guiter,390,1,850,18,21,15,This housewares item weighs 850 g and measures 18.0 × 21.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e96bac5656eaec25f3d76757fa16d9d3,Casa Construcao,perfume,918,6,1050,16,20,16,This Casa Construcao item weighs 1050 g and measures 16.0 × 20.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
16b06ede456b922e56fbb4b3818aa875,Fashion Bags and Accessories,art of galaxy,382,5,200,16,9,11,This Fashion Bags and Accessories item weighs 200 g and measures 16.0 × 9.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c7147724cd430269c6296fc758c0a086,housewares,jockey,42,1,300,16,15,11,This housewares item weighs 300 g and measures 16.0 × 15.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
dbb399a8be7395d5b136d49fcdce13df,computer accessories,baby doll,764,1,200,23,9,13,This computer accessories item weighs 200 g and measures 23.0 × 9.0 × 13.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
ed46d1fbd7bf78ce79910c09fb892abb,sport leisure,nightwares,406,1,800,20,25,25,This sport leisure item weighs 800 g and measures 20.0 × 25.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
d458378a178cd7cae60052319cebf235,stationary store,guiter,198,2,200,24,7,14,This stationary store item weighs 200 g and measures 24.0 × 7.0 × 14.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
596363933adf57df745ecbc8afeec226,sport leisure,perfume,853,1,698,46,10,14,This sport leisure item weighs 698 g and measures 46.0 × 10.0 × 14.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
4473f3e5c65952b074ef987fa5c24662,telephony,art of galaxy,776,6,350,17,4,12,This telephony item weighs 350 g and measures 17.0 × 4.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8c9faf6aabee9b2a30b83f92d786f6de,General Interest Books,jockey,2913,3,1000,24,5,17,This General Interest Books item weighs 1000 g and measures 24.0 × 5.0 × 17.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8e71b24c3e25a92fef6176120a67fac7,computer accessories,baby doll,585,1,783,21,13,28,This computer accessories item weighs 783 g and measures 21.0 × 13.0 × 28.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
828fe032935d7c1901682e5b6cc076c2,perfumery,nightwares,1063,2,600,20,20,20,This perfumery item weighs 600 g and measures 20.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
19502a282608c5627fb32e22724727fc,toys,guiter,181,1,11650,55,30,30,This toys item weighs 11650 g and measures 55.0 × 30.0 × 30.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
df473738565b52f77b4e22b328b41576,Construction Tools Tools,perfume,369,1,400,16,2,11,This Construction Tools Tools item weighs 400 g and measures 16.0 × 2.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
657491063e8a63247a108a4d9cedf020,toys,art of galaxy,274,1,3050,40,10,40,This toys item weighs 3050 g and measures 40.0 × 10.0 × 40.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a388f2043ca885de714453e4fac616e2,telephony,jockey,744,1,100,16,3,11,This telephony item weighs 100 g and measures 16.0 × 3.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
4c6018f41a6c2e5543cc034e94f5ce5b,Garden tools,baby doll,2395,1,16500,40,25,26,This Garden tools item weighs 16500 g and measures 40.0 × 25.0 × 26.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a85543a371d5cfafedb80a8177a692b5,housewares,nightwares,470,2,750,34,14,24,This housewares item weighs 750 g and measures 34.0 × 14.0 × 24.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
6b017e0d95d8765a6f2bed3bc272c61e,Fashion Underwear and Beach Fashion,guiter,422,1,250,36,4,20,This Fashion Underwear and Beach Fashion item weighs 250 g and measures 36.0 × 4.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
6d14f72afff32795290f2df6507f063c,Bags Accessories,perfume,413,3,2300,84,14,20,This Bags Accessories item weighs 2300 g and measures 84.0 × 14.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
75b433ca888fe027b18dfac89a284667,electronics,perfume,374,1,1350,33,12,26,This electronics item weighs 1350 g and measures 33.0 × 12.0 × 26.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
